created_at;epoch;favorite_count;favorited;id;id_str;image-url;query_terms;retweet_count;retweeted;text;user;gt_class_names;gt_class
2016-08-06 07:51:16;1470466276;3;True;761816897184796673;761816897184796673;https://pbs.twimg.com/media/CpKEW-oW8AAGsSX.jpg;#edinburghfest;0;False;"Here Are All The Coolest Things Happening In Edinburgh This August
#EdFringe #EdinburghFest
https://www.buzzfeed.com/hilarywardle/awesome-things-to-do-in-edinburgh-this-august?utm_term=.fbopG8lO6#.vrpoXpbg4 …pic.twitter.com/U8h5jTJ50J";{'name': 'Girls&Travel', 'id_str': '382013172', 'screen_name': 'GirlsandTravel', 'id': 382013172};Audience/Crowd, Castle, Show/Performance, Building(s)/Monuments, Sky/Clouds, Person(s);0, 1, 8, 9, 10, 12
2016-11-07 15:43:01;1478533381;6;True;795652786029559808;795652786029559808;https://pbs.twimg.com/media/Cwq4EbWXUAAjA-W.jpg;#edfringe;6;True;"Fancy performing at #edfringe 2017? Head along to a roadshow and find out how... 
https://goo.gl/LJqlMH pic.twitter.com/g57yupVe9R";{'name': 'Edinburgh Fringe', 'id_str': '24925341', 'screen_name': 'edfringe', 'id': 24925341};Castle, Building(s)/Monuments, Sky/Clouds;1, 9, 10
2016-07-09 19:44:03;1468089843;6;True;751849414830923776;751849414830923776;https://pbs.twimg.com/media/CmDD_jVXIAA7PVE.jpg;#edfringe;7;True;Is @edfringe programme overwhelming? Check out this year’s @madeinscotshows–you won’t be disappointed. #edfringe pic.twitter.com/tTSy4EDHee;{'name': 'Barrowland Ballet', 'id_str': '281953511', 'screen_name': 'Barrowlballet', 'id': 281953511};Sky/Clouds;10
2016-07-09 03:00:15;1468029615;2;True;751596800960655361;751596800960655361;https://pbs.twimg.com/media/Cm4GeZgWIAAhTJH.jpg;#edfringe;1;True;Last refuge of the insomniac is a sense of superiority to the sleeping world #leonardcohen #edfringe #stillawakepic.twitter.com/hIQNDUz4TQ;{'name': 'My Leonard Cohen', 'id_str': '724146155462881282', 'screen_name': 'MyLeonardCohen', 'id': 724146155462881282};Food;6
2016-11-01 14:46:01;1478011561;7;True;793464113422819328;793464113422819328;https://pbs.twimg.com/media/CwLxmDdWAAI2ty7.jpg;#edfringe;11;True;We're recruiting an Operations Manager to join the #edfringe team! Make sure to apply by 10:00am GMT tomorrow! https://goo.gl/bHBOmy pic.twitter.com/dY4xIBMac2;{'name': 'Edinburgh Fringe', 'id_str': '24925341', 'screen_name': 'edfringe', 'id': 24925341};Fireworks;3
2016-09-18 13:56:04;1474203364;3;True;777491380226535424;777491380226535424;https://pbs.twimg.com/media/CsOkgc5XEAAnPNB.jpg;#edfringe;2;True;"Fresh from #EdFringe, @IAMJACKWEBB's new work THE END comes to London on 24 Sept 
http://bit.ly/2aHLxXT  #dancepic.twitter.com/BiJevewBGG";{'name': 'Greenwich Dance', 'id_str': '124499057', 'screen_name': 'GreenwichDance', 'id': 124499057};Castle, Building(s)/Monuments;1, 9
2016-07-07 07:19:41;1467872381;2;True;750937313472118784;750937313472118784;https://pbs.twimg.com/media/CmvdaQPWIAAWbkG.jpg;#edfringe;0;False;"BINARI  AUG 4-29  (NOT 22)  12H00
Assembly hall  Rainy hall
Photo & Le Figaro Review 
#EdFringe
#AssemblyFestpic.twitter.com/XbLB6ZOPEq";{'name': 'MACTHEATRE', 'id_str': '750270217981394944', 'screen_name': 'mac1mac1986', 'id': 750270217981394944};Food;6
2016-08-04 00:15:38;1470266138;4;True;760977457394647040;760977457394647040;https://pbs.twimg.com/media/Co-I9h5WAAAN_x5.jpg;#edfringe;2;True;Hanging w my buds @OrlandoBaxter @MickPerrin #EdFringe pic.twitter.com/QlyIbhYmyA;{'name': 'Maureen Langan', 'id_str': '310591748', 'screen_name': 'MaureenLangan', 'id': 310591748};Posing, Sky/Clouds, Person(s);2, 10, 12
2016-08-03 23:41:15;1470264075;15;True;760968804587466753;760968804587466753;https://pbs.twimg.com/media/Co-BDDrXgAAfzsk.jpg;#edfringe;3;True;This #edfringe be sure to grab some  at #wildmanwood. Loved the white pizza plus wild garlic dip for soft crusts pic.twitter.com/2kEDxOoGuu;{'name': 'Edinburgh Foody', 'id_str': '147152868', 'screen_name': 'EdinburghFoody', 'id': 147152868};Sky/Clouds, Person(s);10, 12
2016-08-03 22:46:00;1470260760;3;True;760954899198779396;760954899198779396;https://pbs.twimg.com/media/Co90cIxXgAQe-iB.jpg;#edfringe;1;True;Our top #edfringe act of the day - @Abandoman! pic.twitter.com/iw1g8KFWm7;"{'name': 'Love Music;Love Life', 'id_str': '166330107', 'screen_name': 'lmlluk', 'id': 166330107}";Music, Show/Performance;4, 8
